id,name,deck,first_appeared_in_game,site_detail_url,games,friends,enemies,locations,concepts,objects
19531,Albert Genette,A photographer and journalist who covered the Circum-Pacific War and the Leasath-Aurelia Conflict. ,Ace Combat 5: The Unsung War,https://www.giantbomb.com/albert-genette/3005-19531/,Ace Combat X: Skies of Deception; Ace Combat 5: The Unsung War,Alvin H. Davenport; Blaze; Gryphus 1; Kei Nagase; Marcus Snow; Wolfgang Buchner,,Strangereal,,
26010,Albert Hammond,An english boxer who was accused of murdering his girlfriend Candy Edwards but later known that it was Carlo Arquero.,L.A. Noire,https://www.giantbomb.com/albert-hammond/3005-26010/,L.A. Noire,Candy Edwards; Carlo Arquero,Carlo Arquero; Kid Galahad,Boxing Ring; California; Los Angeles; Theater,Boxer; English Accent,Boxing Glove; Key
39992,Albert Mueller,The leader of the Black Knights.,Tales of the Tempest,https://www.giantbomb.com/albert-mueller/3005-39992/,Tales of the Tempest,,Arria Ekberg; Caius Qualls; Forest Ledoyen; Rubia Natwick; Tilkis Barone,,Knight; Male Antagonist,Sword
9143,Albert Simon,"Albert Simon is a character in Shadow Hearts. In the first game, he refers to himself as Roger Bacon, his old teacher.",Shadow Hearts,https://www.giantbomb.com/albert-simon/3005-9143/,Shadow Hearts: Covenant; Shadow Hearts,Yuri Hyuga,Alice Elliot; Halley Brancket; Koudelka Iasant; Margarete Zelle; Zhuzhen Liu,Asia; Europe,Angelic Bosses; Black Magic; Magic; Not-So-Bad Guy; Pseudonym,Cane
627,Albert Wesker,"A traitor and enemy to the vast majority of Resident Evil's protagonists, Albert Wesker has rapidly achieved super-villain status within the series canon.",Resident Evil,https://www.giantbomb.com/albert-wesker/3005-627/,Astro Bot; Teppen; Capcom Super League Online; Resident Evil Revelations Collection; Umbrella Corps; Dead by Daylight; Resident Evil Origins Collection; Resident Evil: Revelations 2; Pachi-Slot Biohazard 5; Dragon Poker; Resident Evil: Chronicles HD Collection; Ultimate Marvel vs. Capcom 3; Resident Evil Revival Selection; Resident Evil: The Mercenaries 3D; Resident Evil Mercenaries Vs.; Marvel vs. Capcom 3: Fate of Two Worlds; Lost Planet 2; Resident Evil: The Darkside Chronicles; Resident Evil 5; Resident Evil: The Umbrella Chronicles; Resident Evil: Deadly Silence; Resident Evil 4; Resident Evil 0; Resident Evil; Resident Evil - Code: Veronica; Resident Evil 3: Nemesis; Resident Evil 2; Resident Evil: Director's Cut; Resident Evil,Alex Wesker; Astro Bot; Doctor Doom; Excella Gionne; Jack Krauser; Kevin Dooley; M.O.D.O.K.; Ozwell E. Spencer; Ricardo Irving; Taskmaster; William Birkin,Ada Wong; Alexia Ashford; Ashley Graham; Barry Burton; Billy Coen; Brad Vickers; Chris Redfield; Claire Redfield; Enrico Marini; Excella Gionne; Forest Speyer; James Marcus; Jill Valentine; Josh Stone; Kevin Dooley; Leon S. Kennedy; Lisa Trevor; Ozwell E. Spencer; Rebecca Chambers; Richard Aiken; Sergei Vladimir; Sheva Alomar; Steve Burnside; The Hulk,Arklay Mountains; Kijuju; Laboratory; Military Base; Pueblo; Raccoon City; Raccoon City Police Department; Raccoon City Underground Research Facility; Research Facility; Rockfort Island; Salazar's Castle; Spain; Spencer Mansion,Aggressive Door-Opening; Betrayal; Boss; Boss Fight; Changing Sides; Conspiracy; Corporation; Darkness; Disease; Double Agent; False Death; Final Boss; God Complex; Guest Costume; Hunter; Live-Action Cutscene; Mad Scientist; Male Antagonist; Martial Arts; Melee; Murder; Mutagenic Agent; Mysterious Ally; Nemesis Alpha; Overdramatic Hand Gestures; Patricide; Police; Progenitor Virus; Project Wesker; Psychopaths,Hydra; Killer7; Lightning Hawk; Samurai Edge; Sunglasses; Teleporter; Trench Coat
49715,Alberto Clemente,Head of the Clemente crime family in Empire Bay.,Mafia II,https://www.giantbomb.com/alberto-clemente/3005-49715/,Mafia Trilogy; Mafia II,Luca Gurino,Joe Barbaro; Marty Santorelli; Vito Scaletta,Empire Bay; Italy; New York; Sicily; The United States of America,Boss; Car Chase; Gang Leader; Gangs; Italian Accent; Lawbreaking; Organized Crime; The Mafia; The Mob,Fedora Hat; Suit and Tie
19086,Alberto Del Rio,A Mexican professional wrestler who previously appeared in WWE.,The Wild Rings,https://www.giantbomb.com/alberto-del-rio/3005-19086/,WWE Champions; WWE 2K17; WWE 2K15; WWE SuperCard; WWE 2K14; WWE '13; WWE WrestleFest; WWE '12; The Wild Rings,Rusev; Sheamus; Vickie Guerrero; Wade Barrett,Big E; Edge; Kalisto; Kofi Kingston; Paul Wight; Rey Mysterio; Sheamus; Xavier Woods,Mexico,Character Models Based on Actual People; Professional Wrestler,Car; Rod; Steel Chair; WWE Championship
26542,Alberto Falcone,A character in Batman: Arkham Origins.,Scribblenauts Unmasked: A DC Comics Adventure,https://www.giantbomb.com/alberto-falcone/3005-26542/,Scribblenauts Mega Pack; Batman: Arkham Origins; Scribblenauts Unmasked: A DC Comics Adventure,Carmine Falcone,Batman; Calendar Man; The Penguin,Gotham City,Comic Book Character; Descendants of Other Characters; Games Based on Comic Books; Licensed Game; The Mafia; Villain,Glasses
49859,Alberto Fussar,Dictator of Guarma and antagonist in Red Dead Redemption II.,Red Dead Redemption II,https://www.giantbomb.com/alberto-fussar/3005-49859/,Red Dead Redemption II,Angelo Bronte,Arthur Morgan; Bill Williamson; Dutch van der Linde; Javier Escuella; Micah Bell,Caribbean; Guarma; Southern United States; The United States of America,Dictator; Male Antagonist; Non-Player Character; Villain,
9646,Alberto Robina,Alberto Robina is Umberto Robina's Father,Grand Theft Auto: Vice City,https://www.giantbomb.com/alberto-robina/3005-9646/,Grand Theft Auto: The Trilogy - The Definitive Edition; Grand Theft Auto: Vice City Stories; Grand Theft Auto: Vice City,Umberto Robina,,Cuba; Vice City,,
12547,Albion,The primordial man in William Blake's Anglo-centric mythology. He represents the divine founding of the island of Britain.,Shin Megami Tensei: Nocturne,https://www.giantbomb.com/albion/3005-12547/,Shin Megami Tensei: Devil Summoner: Soul Hackers; Shin Megami Tensei: Nocturne,Demi-Fiend; Gogmagog; Luvah; Tharmas; Urizen; Urthona,,United Kingdom; Vortex World,Demon; Monsters That Look Suspiciously Like Genitalia; Phallic Imagery,
9695,Albus,One of the gold class golfers you can choose in Shot Online,Shot Online,https://www.giantbomb.com/albus/3005-9695/,Shot Online,Belzebuit; Camilla; Erda; Shaoring; Wotan; Zygmunt,,,,
8299,Albus,"Albus is Ecclesia's Chief Researcher and, like Shanoa, was trained from a young age to harness Dominus. Dedicated to research, he became Barlowe's trusted assistant. Using Agartha, a charmed firearm, Albus is able to channel glyph energy into bullets, which become magical projectiles.",Castlevania: Order of Ecclesia,https://www.giantbomb.com/albus/3005-8299/,Castlevania Dominus Collection; Vampire Survivors; Castlevania: Order of Ecclesia,Shanoa,Barlowe; Dracula,Castlevania; Europe; Transylvania,Boss Fight; Fire; Insanity; Magic; Possession; Teleportation,Gun; Spell
5158,Albus Dumbledore,"The former Headmaster of Hogwart's School of Witchcraft and Wizardry, Albus Dumbledore was one of the greatest wizards of all time and aided Harry Potter in ridding Voldemort once and for all.",LEGO Creator: Harry Potter,https://www.giantbomb.com/albus-dumbledore/3005-5158/,Harry Potter: Hogwarts Mystery; LEGO Harry Potter Collection; LEGO Dimensions; Harry Potter for Kinect; LEGO Harry Potter: Years 5-7; Harry Potter and the Deathly Hallows: Part 2; LEGO Harry Potter: Years 1-4; Harry Potter and the Half-Blood Prince; Harry Potter and the Order of the Phoenix; Harry Potter and the Prisoner of Azkaban; Harry Potter: Quidditch World Cup; Harry Potter and the Chamber of Secrets; Harry Potter and the Philosopher's Stone; LEGO Creator: Harry Potter,"Aberforth Dumbledore; Alastor ""Mad-Eye"" Moody; Arthur Weasley; Filius Flitwick; Fred Weasley; George Weasley; Ginny Weasley; Harry Potter; Hermione Granger; Horace Slughorn; James Potter; Luna Lovegood; Minerva McGonagall; Molly Weasley; Neville Longbottom; Nymphadora Tonks; Remus Lupin; Ron Weasley; Rubeus Hagrid; Severus Snape; Sirius Black; Tina Goldstein",Bellatrix Lestrange; Cornelius Fudge; Dolores Umbridge; Draco Malfoy; Fenrir Greyback; Gilderoy Lockhart; Lord Voldemort; Lucius Malfoy; Quirrell,Chamber of Secrets; Diagon Alley; Godric's Hallow; Hogsmeade Village; Hogwarts Castle; Horcrux Cave; Ministry of Magic; The Burrow,Child Prodigy; Dark Past; Fire Manipulation; Genius-Level Intellect; Gryffindor; Heroic Sacrifice; Horcrux; Lego Minifigure; LGBT; Licensed Game; Love; Magic; Meme Origin; Mentor; Phoenix; Spellcaster; Teachers; Unrequited Love; Water Manipulation; Wizards,Beard; Book; Bottle; Facial Hair; Hat; Robe; Wand
49472,Alcarin,"An Avatar ""Wizard"" created for The Lord of the Rings: Battle for Middle-Earth II. Can be unlocked for use in independent games after completing certain conditions.",The Lord of the Rings: The Battle for Middle-earth II,https://www.giantbomb.com/alcarin/3005-49472/,The Lord of the Rings: The Battle for Middle-earth II - The Rise of the Witch-King; The Lord of the Rings: The Battle for Middle-earth II,Aragorn; Arwen Undómiel; Avatan; Berethor; Boromir; Dáin II Ironfoot; Elrond; Eomer; Eowyn; Faramir; Galadriel; Gandalf; Gimli; Gloin; Glorfindel; Hadhod; Haldir; Idrial; Legolas; Maur; Morwen; Ohta; Theoden; Thranduil; Tom Bombadil; Treebeard,Sauron,Middle-earth,Hero Unit; Magic; Palette Swap; Unlockables; Wizards,Magic Staff; Mask; Robe
18353,Alcatraz,"An ordinary soldier who finds himself in possession of the Nanosuit 2.0, Alcatraz is the protagonist of Crysis 2.",Crysis 2,https://www.giantbomb.com/alcatraz/3005-18353/,Crysis 2,Nathan Gould; Prophet,Jacob Hargreave,New York City,Aggressive Door-Opening; Full Body Awareness; Invisibility; Male Protagonists; Nanomachine; Reluctant Hero; Silent Protagonist; Super Soldier; Super Speed; Super Strength; Super Suit,FN SCAR; Jeep; Nanosuit; Rocket Launcher; Shotgun; Sniper Rifle; Truck; Turret
26207,Alceme,"The beloved fiancee of King Jason of Iolcus, and daughter of King Lycomedes of Mycenae, Alceme is murdered by cultists on her wedding day, leading Jason to embark on a legendary quest to bring her back to life.",Rise of the Argonauts,https://www.giantbomb.com/alceme/3005-26207/,Rise of the Argonauts,Hercules; Jason,,,,
2303,Alchemiss,"Alchemiss is a character in the Freedom Force series. She has mystical power that allow her to banish enemies to another dimension, to open and close portals, and to change the fabric of reality. In Freedom Force vs The Third Reich she becomes the villain Entropy.",Freedom Force,https://www.giantbomb.com/alchemiss/3005-2303/,Freedom Force vs The 3rd Reich; Freedom Force,Alchemiss; Bullet; El Diablo; Eve; Green Genie; Liberty Lad; Man O' War; Man-Bot; Mentor; Microwave; Minuteman; Quetzalcoatl; Sea Urchin; Sky King; The Ant; Tomb Stone; Tricolour,,Freedom Fortress,Licensed Game; Magic; Sexualized Women; Superpowers,Cape; Mask
21231,Alchemist,"A playable Dota character, Alchemist is a Strength hero affiliated with the Radiant.",Dota 2,https://www.giantbomb.com/alchemist/3005-21231/,Dota Underlords; Dota 2,,Pudge,,Mod Origin; Multiplayer Online Battle Arena,
52659,Alcina,"One of Zenoira's top generals, she is in charge of their activities in Elheim. Having mentored Yahna in sorcery, she is very adept in it herself. ",Unicorn Overlord,https://www.giantbomb.com/alcina/3005-52659/,Unicorn Overlord,Galerius,Alain,,,
45115,Alcina Dimitrescu,"One of the four lords who serves Mother Miranda, Mistress of the castle overlooking the village where she and her daughters reside.",State of Survival,https://www.giantbomb.com/alcina-dimitrescu/3005-45115/,Resident Evil Village; State of Survival,,Ethan Winters,,Female Antagonists; Sexualized Women; The Game Awards 2021,
1034,Alcohol Demon,"The Alcohol Demon appears in Condemned 2: Bloodshot.  Created through hallucinations, he is the alter ego of Ethan Thomas.",Condemned 2: Bloodshot,https://www.giantbomb.com/alcohol-demon/3005-1034/,Condemned 2: Bloodshot,,Ethan Thomas,,Alter Ego,Rye whiskey
5168,Aldar Beedo,Aldar Beedo a Glymphid pod racer pilot. He is one of the racers in Star Wars Episode I: Racer.,Star Wars: Episode I - Racer,https://www.giantbomb.com/aldar-beedo/3005-5168/,Star Wars: Racer & Commando Combo; Kinect Star Wars; Star Wars: Racer Revenge; Star Wars: Anakin's Speedway; Star Wars: Episode I - Racer,,"Ark ""Bumpy"" Roose; Ben Quadinaros; Boles Roor; Bozzie Baranta; Clegg Holdfast; Cy Yunga; Dud Bolt; Ebe Endocott; Elan Mak; Fud Sang; Gasgano; Jinn Reeso; Mars Guo; Mawhonic; Neva Kee; Ody Mandrell; Ratts Tyerell; Sebulba; Slide Paramita; Teemto Pagalies; Toy Dampner; Wan Sandage",Star Wars Galaxy; Tatooine,Alien; Anti-Gravity Racing; Future Sport; Licensed Game,Airborne Hovercraft
11073,Alden Tate,The elderly telekinetic villain of inFamous and the leader of the Dust Men.,inFamous,https://www.giantbomb.com/alden-tate/3005-11073/,inFamous,,Cole MacGrath; John White; Kessler; Moya Jones; Sasha; Trish Daily; Zeke Dunbar,Empire City,Boss Fight; Conduit; Dust Men; Evil Organization; Psychic Ability; Psychopaths; Shaved Head; Superpowers; Telekinesis; Tragic Villain; Villain,Metal Armor; Ray Sphere; Robot
23269,Alder,The Champion of Pokemon Black/White.,Pokémon Black/White,https://www.giantbomb.com/alder/3005-23269/,Pokémon Masters; Pokémon Black/White Version 2; Pokémon Black/White,Hilbert; Hilda,Ghetsis; Pokémon Trainer,,Pokémon Champion; Pokémon Trainer; Volcarona,Poké Ball
26624,Alder Malloi,A non-player character in Kingdoms of Amalur: Reckoning. He is a the leader of Cape Solace and a High Priest of Akara.,Kingdoms of Amalur: Reckoning,https://www.giantbomb.com/alder-malloi/3005-26624/,Kingdoms of Amalur: Reckoning,Fateless One,,,Human; Non-Player Character; Voice Acting,Earrings
51438,Alderman D'nelica,Alderman D'nelica was the mayor of Hekseville after a mysterious disappearance of the former mayor.,Gravity Rush,https://www.giantbomb.com/alderman-dnelica/3005-51438/,Gravity Rush,Adreaux,Dusty; Kat; Raven,,,
9465,Aldo,"Aldo is a traveler that get's separated from his friends. Lazlo finds Aldo and helps him, and in return Aldo joins Lazlo's army.",Suikoden IV,https://www.giantbomb.com/aldo/3005-9465/,Suikoden IV,Lazlo; Ted,,,Magic; Stars of Destiny,Bow; Runes
19019,Aldo Trapani,Aldo Trapani is the main protagonist of The Godfather. He dies in The Godfather II.,The Godfather: The Game,https://www.giantbomb.com/aldo-trapani/3005-19019/,The Godfather II; The Godfather: Mob Wars; The Godfather: The Game,Dominic; Luca Brasi; Michael Corleone,,Cuba; Havana; New York; New York City; The United States of America,Assassin; Murder; Organized Crime; Player Character; Revenge; The Mafia; The Mob,Colt Detective Special; Glasses; M1911; Magnum; Shotgun; Suit and Tie; Tommy Gun
15600,Aldra,The reigning Queen and victor of the past two Queen's Blade tournaments.,Queen's Blade: Spiral Chaos,https://www.giantbomb.com/aldra/3005-15600/,Queen's Gate: Spiral Chaos; Queen's Blade: Spiral Chaos,,Airi; Claudette; Cute; Elina; Jean; Melona; Nanael; Nyx; Reina; Risty; Tomoe,,Half-Breed; Licensed Game; Sexualized Women,Sword
28456,Aldrich Killian,Aldrich Killian is a scientist who was involved with the development of the Extremis virus.,Iron Man 3: The Official Game,https://www.giantbomb.com/aldrich-killian/3005-28456/,LEGO Marvel's Avengers; LEGO Marvel Super Heroes; Iron Man 3: The Official Game,Ellen Brandt; Maya Hansen; The Mandarin,J.A.R.V.I.S.; Maya Hansen; Tony Stark; War Machine,,A.I.M.; Comic Book Character; Games Based on Comic Books; Lego Minifigure; Licensed Game; Supervillain; Villain,
33491,"Aldrich, Devourer of Gods","A boss in Dark Souls III, he was once a simple cleric of the Deep that transformed into a ravenous sludge before becoming a Lord of Cinder.",Dark Souls III,https://www.giantbomb.com/aldrich-devourer-of-gods/3005-33491/,Dark Souls III,,Ashen One; Gwyndolin,Anor Londo,Boss Fight,
21456,Alduin,The first born of Akatosh and eldest dragon. He is the primary antagonist of Elder Scrolls V: Skyrim.,The Elder Scrolls V: Skyrim,https://www.giantbomb.com/alduin/3005-21456/,The Elder Scrolls Legends; The Elder Scrolls V: Skyrim,,Delphine; Dovahkiin; Esbern; Kodlak Whitemane; Paarthurnax,Skyrim; Sovngarde,Boss; Boss Fight; Dragon; Final Boss,
50125,Alear,Alear is the protagonist of Fire Emblem Engage. The player has the option to choose the gender of Alear at the beginning of the game.,Fire Emblem Heroes,https://www.giantbomb.com/alear/3005-50125/,WarioWare: Move It!; Fire Emblem Engage; Fire Emblem Heroes,Boucheron; Ètie; Goldmary; Hortensia; Ivy; Kagetsu; Lapis; Rosado; Yunaka,,,Gender Option; Heterochromia; LGBT; Lord; Middle Ages; New Protagonist in Sequel; Signature Weapon; Sommie,
8215,Alec,Hinawa's father in Mother 3,Mother 3,https://www.giantbomb.com/alec/3005-8215/,Mother 3,Arrow Lizard; Claus; Hinawa; Ionia; Lucas,,New Pork City,,
22683,Alec,"A knight from Chalphy, known to be a bit a bit of a womanizer. ",Fire Emblem: Seisen no Keifu,https://www.giantbomb.com/alec/3005-22683/,Fire Emblem: Seisen no Keifu,Adean; Arden; Ayra; Azel; Beowulf; Briggid; Byron; Claude; Deirdre; Dew; Ethlyn; Finn; Fury; Holyn; Jamke; Lewyn; Lex; Midayle; Noish; Oifaye; Quan; Raquesis; Shanan; Sigurd; Sylvia; Tiltyu,Aida; Andrei; Arvis; Chagall; Gandolf; Kinbois; Langbalt; Manfroy; Reptor; Sandima,Jugdral,,
9526,Alec Mason,"Alec Mason is a member of the terrorist group known as Red Faction, seeking to overthrow the government of Mars. He is the main protagonist of Red Faction: Guerilla.",Red Faction: Guerrilla,https://www.giantbomb.com/alec-mason/3005-9526/,Red Faction: Guerrilla,Dan Mason; Jenkins; Samanya,Admiral Lucius Kobel; Captain Halvar Gunnarsen; Colonel Joseph Broga; General Bertram Roth,Mars,Buzz Cut; Casually Walking Away from an Explosion; Destructible Cover; Destructible Environment; Fake Reloading Animation; Geo-Mod; Guerilla Warfare; Male Protagonists; Reluctant Hero; Signature Weapon; Sliding Down Ladders; Terrorist; Ultor,EDF Scout; Explosives; Jet Pack; Nano Rifle; Ostrich Hammer; Rail Driver; Rocket Launcher; Singularity Bomb; Sledgehammer; Stonebreaker
34884,Alec Ryder,"An elite N7 operative, Alec is the original Human Pathfinder in Mass Effect: Andromeda and the father of the main protagonist.",Mass Effect: Andromeda,https://www.giantbomb.com/alec-ryder/3005-34884/,Mass Effect: Andromeda,Pathfinder,,,Pathfinder,
3316,Alec Trevelyan,"Bond Villain, formerly part of MI6 where his codename was 006.
Has appeared in the N64 version of Goldeneye as well as the remake on DS & Wii",GoldenEye 007,https://www.giantbomb.com/alec-trevelyan/3005-3316/,Cypher 007; GoldenEye 007 Reloaded; GoldenEye: Source; GoldenEye 007,Boris Grishenko; General Ourumov; Xenia Onatopp,James Bond; M; Natalya Simonova,England; London; Russia; United Kingdom,Betrayal; Dark Past; Licensed Game; Villain,KF7 Soviet
25799,Alecto,Member and queen of the Furies. She is the main antagonist of God of War: Ascension.,Percy Jackson & the Olympians: The Lightning Thief,https://www.giantbomb.com/alecto/3005-25799/,Hades; God of War: Ascension; Flips: Percy Jackson; Percy Jackson & the Olympians: The Lightning Thief,Ares; Megaera; Tisiphone,Kratos; Orkos,Charybdis; Delos,The Furies,Oath Stone of Orkos
49516,Aleek-Om,Aurelian historian in Starfleet ,Star Trek Timelines,https://www.giantbomb.com/aleek-om/3005-49516/,Star Trek Timelines,Leonard McCoy; Spock,,Gateway,Starfleet; United Federation of Planets,Tricorder; USS Enterprise NCC-1701
45251,Aleera,,Van Helsing,https://www.giantbomb.com/aleera/3005-45251/,Van Helsing,Marishka,,,,
6272,Alef,Alef is a female mage  that you can add to your party in the game of Shining Force. She can be promoted to a wizard.,Shining Force,https://www.giantbomb.com/alef/3005-6272/,Shining Force,Adam; Amon; Anri; Arthur; Balbaroy; Bleu; Diane; Domingo; Earnest; Gong; Gort; Guntz; Hans; Hanzou; Jogurt; Ken; Khris; Kokichi; Lowe; Luke; Lyle; Mae; Max; Musashi; Pelle; Tao; Torasu; Vankar; Zylo,,,Anthropomorphism; Canine Humanoid; Spellcaster; Wizards,
23503,Aleister Crowley,"British occultist who founded the religious order of Thelema, a broad philosophy based largely on ""sexual magic"" and loose interpretations of Egyptian myth. He was a controversial figure in his period for his frank use of sexual terminology, and his writings on magic remain influential to this day.",Shin Megami Tensei II,https://www.giantbomb.com/aleister-crowley/3005-23503/,Cabals; Shin Megami Tensei II,Choronzon; Dionysus; Hermes; Horus; Isis; Master Therion; Osiris; Paimon; Thoth,Aleph,United Kingdom,Ars Goetia; Conjuration; Magic,
14858,Alejandro Rojas,"Also known as Alex the Red, Rojas is an arms dealer who finds himself being chased by Task Force 141 through Rio de Janeiro.",Call of Duty: Modern Warfare 2,https://www.giantbomb.com/alejandro-rojas/3005-14858/,Call of Duty: Modern Warfare 2,Vladimir Makarov,"Ghost; John MacTavish; Sgt. Gary ""Roach"" Sanderson",Rio de Janeiro,Crafty Salesman; Working for the Enemy,AK-47
55044,Alejandro Sabella,Deceased Argentine football player and manager.,2014 FIFA World Cup Brazil,https://www.giantbomb.com/alejandro-sabella/3005-55044/,2014 FIFA World Cup Brazil,Lionel Messi,,Argentina; Buenos Aires,AFA; C.D. Irapuato; Club Atlético River Plate; Estudiantes de La Plata; Ferro Carril Oeste; Grêmio Foot-Ball Porto Alegrense; Leeds United Football Club; Non-Player Character; Sheffield United F.C.; Soccer Player; Trainer,
15671,Alejandro Sosa,The main villain of Scarface.,FIFA Soccer 97,https://www.giantbomb.com/alejandro-sosa/3005-15671/,Scarface: The World is Yours; Scarface: Money. Power. Respect.; FIFA Soccer 97,,Tony Montana,Bolivia,Boss; Drugs; Final Boss; Games Based on Movies; Gang Leader; Gangs; Licensed Game; Male Antagonist; Murder; Organized Crime; The Mafia; The Mob,Desert Eagle
4932,Aleksei Sytsevich,Rhino is a nemesis of Spider-Man.  His costume gives him superhuman durability and strength.,The Amazing Spider-Man and Captain America in Doctor Doom's Revenge!,https://www.giantbomb.com/aleksei-sytsevich/3005-4932/,Marvel's Spider-Man 2; Marvel Snap; Marvel's Spider-Man: Miles Morales; Marvel Battle Lines; Marvel's Spider-Man; Marvel Strike Force; LEGO Marvel Super Heroes 2; Marvel: Avengers Alliance 2; Marvel Future Fight; Marvel Contest of Champions; The Amazing Spider-Man 2; LEGO Marvel Super Heroes; Marvel Puzzle Quest; Marvel Heroes Omega; Marvel: War of Heroes; The Amazing Spider-Man; Spider-Man: Edge of Time; Spider-Man: Total Mayhem; Spider-Man: Toxic City; Spider-Man: Friend or Foe; Spider-Man 3; Marvel Trading Card Game; Ultimate Spider-Man; Spider-Man 2; Spider-Man 2: Enter Electro; Spider-Man: Mysterio's Menace; Spider-Man; Spider-Man; Spider-Man Cartoon Maker; The Incredible Hulk,Adrian Toomes; Alistair Smythe; Black Knight; Dmitri Smerdyakov; Eddie Brock; Egghead; Kingpin; Mac Gargan; Otto Octavius; Peter Parker; Quentin Beck; Shocker; Stegron,Daredevil; Deadpool; Dmitri Smerdyakov; Eddie Brock; Guardian; Hawkeye; Miles Morales; Nova; Peter Parker; Quentin Beck; Shocker; Silvermane; Snowbird; Steve Rogers; Taskmaster; The Hulk; Venom,Central Park; New York City; Russia,Anthropomorphism; Charging Heavyweight Enemies; Comic Book Character; Games Based on Comic Books; Lego Bigfigure; Licensed Game; Rhinoceros; Roxxon; Super Strength; Super Suit; Supervillain; Villain,
34660,Alela Grora,,,https://www.giantbomb.com/alela-grora/3005-34660/,,Etihw,Emalf,,,
4783,Alen,Loyal officer to Teo McDohl.,Suikoden,https://www.giantbomb.com/alen/3005-4783/,Suikoden I+II; Suikoden,Tir McDohl,,,Stars of Destiny,
2069,Alen,"Alen is a noble cavalier, loyal to the house of Pherae. He is a playable character in Fire Emblem: Fuuin no Tsurugi",Fire Emblem: Fuuin no Tsurugi,https://www.giantbomb.com/alen/3005-2069/,Fire Emblem: Fuuin no Tsurugi,Lance; Marcus; Roy; Thite; Wade,Brunnya; Galle; Idenn; Jahn; Murdock; Nacien; Zephiel,Elibe; Lycia,Horse Riding,
11272,Aleph,The amnesiac hero of Shin Megami Tensei II who first goes by the name of Hawk. He must eventually save the inhabitants of Tokyo Millennium from God's wrath. ,Shin Megami Tensei II,https://www.giantbomb.com/aleph/3005-11272/,Shin Megami Tensei II,Amaterasu; Beth; Cu Chulainn; Daleth; Gimmel; Hiroko; Jyoji Hijiri; Madam; Mekata; Okamoto; Stephen,Abaddon; Aleister Crowley; Astaroth; Belphegor; Daleth; Elohim; Gimmel; Kuzuryu; Mara; Master Therion; Mercurius; Raphael; Red Bear; Sabaoth; Shaddai; Uriel; YHVH; Zayin,Tokyo,Deicide; Demon Negotiation; Macca; Order and Chaos,COMP; Gun; Sword
47145,Ales,The main protagonist of Ragnarok DS.,Ragnarok DS,https://www.giantbomb.com/ales/3005-47145/,Ragnarok DS,Sierra,,Prontera,Male Protagonists; Novice,Knife
1102,Alessa Gillespie,A main character from the Silent Hill franchise. She is the daughter of Dahlia Gillespie and a key figure in the town's sinister history.,Silent Hill,https://www.giantbomb.com/alessa-gillespie/3005-1102/,Silent Hill HD Collection; Silent Hill: Downpour; Metal Gear Solid: Snake Eater 3D; Silent Hill: Shattered Memories; Silent Hill: 0rigins; Silent Hill Experience; Metal Gear Solid 3: Snake Eater; Silent Hill 4: The Room; Silent Hill 3; Silent Hill: Play Novel; Silent Hill,Cheryl Mason; Claudia Wolf; Harry Mason; Heather Mason; Lisa Garland; Pyramid Head; Travis Grady,Cybil Bennett; Dahlia Gillespie; Dr. Michael Kaufmann; Harry Mason; The God,Alchemilla Hospital; Silent Hill,Alchemilla Nurses; Bad Parents; Closer; Cults; Fate; Female Antagonists; Fire; God; Insane Cancer; Pendulum; Puppet Nurse; Ritual; Sacrifice; Scary Children; Scrapers; Slurper; Superpowers,Wheelchair
29521,Alessandro Castillo,Alessandro Castillo is a respected pirate captain in the Caribbean of the 17th century.,Captain Morgane and the Golden Turtle,https://www.giantbomb.com/alessandro-castillo/3005-29521/,Captain Morgane and the Golden Turtle,Bonita Castillo; Morgane Castillo,,,,
55007,Alessandro Del Piero,,UEFA Euro 96 England,https://www.giantbomb.com/alessandro-del-piero/3005-55007/,2010 FIFA World Cup South Africa; This is Football 2005; FIFA Soccer 2002; This is Football 2002; LMA Manager 2001; This is Football 2; UEFA Euro 96 England,Gianluigi Buffon,,,,
54935,Alessandro Nesta,"Italian professional football coach and former player who is head coach of Serie A club Monza.

",FIFA Soccer 97,https://www.giantbomb.com/alessandro-nesta/3005-54935/,Football Manager 2024; EA Sports FC 24; FIFA 23; FIFA 22; FIFA 21; FIFA 20; FIFA 19; FIFA 18; FIFA 17; FIFA 16; FIFA 14; FIFA Soccer 13; FIFA 12; Pro Evolution Soccer 2011; FIFA 11; Pro Evolution Soccer 2010; FIFA 10; FIFA Soccer 09; Football Manager 2008; FIFA Soccer 08; FIFA Soccer 07; FIFA World Cup: Germany 2006; Pro Evolution Soccer Management; FIFA Soccer 06; Premier Manager 2005-2006; FIFA Soccer 2005; This is Football 2005; Pro Evolution Soccer 4; UEFA Euro 2004 Portugal; England International Football,Andrea Pirlo; Gianluigi Buffon; Paolo Maldini,,Italy; Rome,A.C. Milan; A.C. Monza; A.C. Perugia Calcio; A.C. Reggiana 1919; FIGC; Frosinone Calcio; S.S. Lazio; Soccer Player,
