id,name,deck,first_appeared_in_game,site_detail_url,games,friends,enemies,locations,concepts,objects
48673,	Beil,,Shining Force Feather,https://www.giantbomb.com/beil/3005-48673/,Shining Force Feather,Miriam; Alfin; Cocot; Grizeria; Jin; Julius; Pipin; Rush; Teeda; Valvazan,Lavinia; Syuho,,Centaurs,Spear
48674,	Miriam,,Shining Force Feather,https://www.giantbomb.com/miriam/3005-48674/,Shining Force Feather,Beil; Alfin; Cocot; Grizeria; Jin; Julius; Pipin; Rush; Teeda; Valvazan,Lavinia; Syuho,,Air Manipulation; Elf,Arrow; Bow
30358, Ai Nikaidou,A character in Irotoridori no Sekai.,Irotoridori no Sekai,https://www.giantbomb.com/ai-nikaidou/3005-30358/,Akai Hitomi ni Utsuru Sekai; Irotoridori no Hikari; Irotoridori no Sekai,Shinku Nikaidou; Yuuma Kanoue,,,,
33976, Amakusa Shiro Tokisada,A Japanese Christian martyr,Live a Live,https://www.giantbomb.com/amakusa-shiro-tokisada/3005-33976/,Monster Strike; Full Bokko Heroes X; Toukiden: The Age of Demons; Live a Live,,Yagyū Jūbei Mitsuyoshi,Japan,Christianity; Decapitation; Heroic Sacrifice,
55023, Bāo Zhěng,"A legendary historical politician known in China for his fairness, benevolence, and attentiveness to justice, the latter of which earned him the nickname Bāo Qīngtiān or ""Justice Bao"".",Bāo Qīngtiān,https://www.giantbomb.com/bao-zheng/3005-55023/,Bāo Qīngtiān; Impartial Judge; Bāo Qīngtiān,Gōngsūn Cè; Zhǎn Zhāo,,China,Politician,
56668, Basilio Magnus,"Basilio is member of the Paripus tribe. He and his older brother, Fidelio, are prominent members of Louis Guiabern's entourage and are tasked with protecting Junah.",Metaphor: ReFantazio,https://www.giantbomb.com/basilio-magnus/3005-56668/,Metaphor: ReFantazio,Eiselin Hulkenberg; Euphausia Etoreika; Fidelio Magnus; Gallica; Heismay Noctule; Juani Cygnus; Leon Strohl; Louis Guiabern,Louis Guiabern,,,
40630, Bunty,Supporting character from Chicken Run and the most skeptical of Ginger’s Escape Plans.,Chicken Run,https://www.giantbomb.com/bunty/3005-40630/,Chicken Run,Bunty; Babs; Fowler; Ginger; Rocky,Mr. Tweedy; Mrs. Tweedy,England; Farm; United Kingdom,Chicken; Overweight Character,
35410, Christy Ryan,a Time Crisis 2 character,Time Crisis 2,https://www.giantbomb.com/christy-ryan/3005-35410/,Time Crisis 2,Keith Martin; Robert Baxter,Robert Baxter,,,
35408, Jakov Kinisky,Jakov Kinisky is a villain from Time Crisis 2,Time Crisis 2,https://www.giantbomb.com/jakov-kinisky/3005-35408/,Time Crisis 2,,Keith Martin; Robert Baxter,,,
35442, Luke O'Neil ,Luke O'Neil is one of the protagonists of Time Crisis 5.,Time Crisis 5,https://www.giantbomb.com/luke-oneil/3005-35442/,Time Crisis 5,Keith Martin,Robert Baxter,,,
35441, Marc Godart ,Marc Godart is one of the protagonists of Time Crisis 5.,Time Crisis 5,https://www.giantbomb.com/marc-godart/3005-35441/,Time Crisis 5,Keith Martin,Robert Baxter,,,
34567, Memoca ,,Wadanohara and the Great Blue Sea,https://www.giantbomb.com/memoca/3005-34567/,Wadanohara and the Great Blue Sea,Wadanohara,Sal,,Birds,
48567, Ninomae Ina'nis,,Counter:Side,https://www.giantbomb.com/ninomae-inanis/3005-48567/,Idol Showdown; ChikuTaku; HoloCure; Valkyrie Connect; Counter:Side,Amelia Watson; Gawr Gura; Houshou Marine; Inugami Korone; IRyS; Juufuutei Raden; La+ Darknesss; Momosuzu Nene; Mori Calliope; Nekomata Okayu; Shirakami Fubuki; Takanashi Kiara; Tsunomaki Watame; Usada Pekora,,,,Tentacles
47162,-null-,Null is a character in No Man's Sky that tries to bring Artemis back to life.,No Man's Sky,https://www.giantbomb.com/null/3005-47162/,No Man's Sky,Artemis; Traveller,,Euclid Galaxy; Space Anomaly,Travellers,
30900,'Cunning' Black Bird,,Off the Wall,https://www.giantbomb.com/cunning-black-bird/3005-30900/,Off the Wall,,Kung Fu Lu,The Great Wall of China,Birds,
6631,'M,'M is the second glitch Pokemon found in the Pokemon games.,Pokémon Red/Blue,https://www.giantbomb.com/m/3005-6631/,Pokémon Red/Blue,Charizard 'M; MissingNo.; Pikachu; PkMnaPkMnfPkMnk; Pokémon Trainer,,Cinnabar Island; Kanto; Viridian City,Bird-type Pokémon; Glitch; Glitch Pokémon; Normal-type Pokémon; Pokémon,Poké Ball
11820,'Splosion Man,"The title character of the XBLA game 'Splosion Man. A dangerous folly of man (and science!), originally designed as a weapon, this 'Splosion without a cause fights his way through the ranks of Big Science Labs in a last ditch bid for freedom the only way he knows how, 'Splodin'.",'Splosion Man,https://www.giantbomb.com/splosion-man/3005-11820/,"Retro City Rampage; Ms. Splosion Man; Xbox Live Hits Collection: Limbo,Trials HD and Splosion Man; Pinball FX2; 'Splosion Man",Ms. Splosion Man,Danklefsen,Big Science Labs Inc.; Laboratory; Research Facility,Avatar Awards; Catch Phrase; Experiments Gone Awry; Explosion; Explosion Immunity; Happy Killing; Idle Animations; Mad Scientist; Triple Jump; Victory Pose; Wall Jump,Doughnut; Explosives; Steak
32665,'Til Death,'Til Death was Peter Griffin's mentally retarded horse,Family Guy: The Quest for Stuff,https://www.giantbomb.com/til-death/3005-32665/,Family Guy: The Quest for Stuff,Peter Griffin,,Kentucky,Cartoon Character; Horses; Licensed Game,
14493,"""Able"" Ryder",The gender-selectable protagonist of the videogame tie-in to Avatar.,James Cameron's Avatar: The Game,https://www.giantbomb.com/able-ryder/3005-14493/,James Cameron's Avatar: The Game,Beyda'amo; Dr. Grace Augustine; Dr. René Harper; Kendra Midori; Lungoray; Miles Quaritch; Sänume; Tan Jala; Trudy Chacon; Victor Monroe,Anson Langley; Beyda'amo; Commander Falco; Dr. René Harper; Jerome Epstein; Tan Jala,Pandora,RDA,
3984,"""Elvis""","""Elvis"" is the nickname for the alien friend to Joanna Dark in Perfect Dark for the N64.  He aided Joanna with his intellect and alien weaponry to save the world.",Perfect Dark,https://www.giantbomb.com/elvis/3005-3984/,Perfect Dark,Daniel Carrington; Joanna Dark,Cassandra De Vries; Mr. Blonde; Trent,Area 51,Alien; Avatar Awards; Greys,Klobb
30949,"""Jack"" the Doppelganger","This body double of future tyrant Handsome Jack represents the Doppelganger class, the first DLC class released for Borderlands: The Pre-Sequel, and can summon holographic duplicates of himself to aid in combat and further obfuscate which one is ""real"".",Borderlands: The Pre-Sequel!,https://www.giantbomb.com/jack-the-doppelganger/3005-30949/,Borderlands: The Pre-Sequel!,Athena; Fragtrap; Handsome Jack; Nisha; Wilhelm,Lilith; Roland; Zarpedon,Elpis,,
43195,"""Where are my Pants?"" Guy","The star of the TV series ""Where are my Pants"" from the Lego Movie.",The LEGO Movie Videogame,https://www.giantbomb.com/where-are-my-pants-guy/3005-43195/,The LEGO Movie 2 Videogame; The LEGO Movie Videogame,Sharon Shoehorn,,,Actor Character; Lego Minifigure; Licensed Game,Pants
4908,001 Influence Device,"The 001 Influence Device is the droid from the game Paradroid.  It was written by Andrew Baybrook and created in 1985.001's weapon is puny, by attaching itself to and assuming control of much more powerful droids via a fun minigame.Paradroid is argueably one of the best games commodore 64 has to offer.",Paradroid,https://www.giantbomb.com/001-influence-device/3005-4908/,The C64 Collection 3; Paradroid,,302 Messenger Robot,,,
21535,049 Abject Testament,A Forerunner AI tasked with monitoring the third Halo Installation.,Halo: Combat Evolved,https://www.giantbomb.com/049-abject-testament/3005-21535/,Halo: Combat Evolved,2401 Penitent Tangent; 343 Guilty Spark; The Didact,,Halo,Artificial Intelligence; Ecumene; The Forerunners,
40048,1-Up,1-Up is the 20X6 equivalent of Homestar Runner.,Stinkoman 20X6,https://www.giantbomb.com/1-up/3005-40048/,Stinkoman 20X6,Pan Pan,,,,
40099,"10,000 Volt Ghost",,Scooby-Doo 2: Monsters Unleashed,https://www.giantbomb.com/10000-volt-ghost/3005-40099/,2 Games in 1 Double Pack: Scooby-Doo + Scooby-Doo 2: Monsters Unleashed; Scooby-Doo 2: Monsters Unleashed,Dr. Jonathan Jacobo,,,,
27477,100 Eyes ,,Ninja JaJaMaru-kun,https://www.giantbomb.com/100-eyes/3005-27477/,Ninja JaJaMaru-kun,Damazu-Dayuu; Headbone; Kakutan; Karakassa; Kurobee; Oyuki; Pin Cell; Plate Woman; Tamashii,Gamapakun; Jajamaru; Princess Sakura,,,
48550,12F,"A Savra Caster who joined Rhodes Island with his friend Owl. Though not very strong, his ""grasp of Originium power"" has kept him alive and uninfected over the years.",Arknights,https://www.giantbomb.com/12f/3005-48550/,Arknights,Doctor,,,,
46801,13-Amp,A rapper who first appears in WarioWare Gold,WarioWare Gold,https://www.giantbomb.com/13-amp/3005-46801/,WarioWare: Move It!; WarioWare: Get It Together!; WarioWare Gold,,18-Volt,,Hip-Hop,Baseball Cap
3743,18-Volt,"18-Volt is 9-Volts best friend, Although very big for his age he still attends the same school as 9-Volt.The teacher ask him what his hobby was? He takes his boom box and starts playing rock n roll.He got in trouble and 9 volt made him feel better, now there B.f.fs",WarioWare: Touched!,https://www.giantbomb.com/18-volt/3005-3743/,WarioWare: Move It!; WarioWare: Get It Together!; WarioWare Gold; Rhythm Heaven Megamix; Game & Wario; WarioWare D.I.Y. Showcase; Paper Airplane Chase; Super Smash Bros. Brawl; WarioWare: Smooth Moves; WarioWare Twisted!; WarioWare: Touched!,9-Volt; Ashley; Jimmy T; Kat; Mike; Mona; Penny Crygor; Red,13-Amp,Diamond City,Deliberately Retro; Party Game; Time Limit; Video Game Characters That Play Video Games,3-D Glasses; Bling; GameCube; Glasses; Radio
9086,2401 Penitent Tangent,"A minor character in Halo 2. 2401 Penitent Tangent is the monitor of Installation 05, better known as Delta Halo.",Halo 2,https://www.giantbomb.com/2401-penitent-tangent/3005-9086/,Halo 2,049 Abject Testament; 343 Guilty Spark; The Didact,,Delta Halo; The Milky Way Galaxy,Ancient Advanced Civilization Technology; Artificial Intelligence; Ecumene; Robot; The Flood; The Forerunners,Robot
17506,2D,2D is lead singer and the lead keyboard player for Gorillaz.,Habbo Hotel,https://www.giantbomb.com/2d/3005-17506/,Zelter; Gorillaz - Escape to Plastic Beach; Habbo Hotel,Cyborg Noodle; Murdoc Niccals,Murdoc Niccals,England,,
5097,302 Messenger Robot,"This diminutive droid is one of the first that you encounter in the C64 game Paradroid. As an enemy it didn't put up much of a fight, but it was a lot quicker than most of the droids in the game which made it a good model to take control of using the 001 Influence Device.",Paradroid,https://www.giantbomb.com/302-messenger-robot/3005-5097/,The C64 Collection 3; Paradroid,,001 Influence Device,,,
1190,343 Guilty Spark,"343 Guilty Spark is a rare example of Forerunner AI, and a major character in the Halo trilogy's story arc. As both a friend and enemy, he holds one of the keys to Humanity's survival.",Halo: Combat Evolved,https://www.giantbomb.com/343-guilty-spark/3005-1190/,Among Us; Halo: The Master Chief Collection; Pixel Force: Halo; Halo 3; Halo 2; Halo: Combat Evolved,049 Abject Testament; 2401 Penitent Tangent; Master Chief; Prophet of Truth; Sesa 'Refumee; Tartarus; The Didact,Cortana; Gravemind; Master Chief; N’tho ‘Sraom; Rtas 'Vadum; Sergeant Major Avery Junior Johnson; The Arbiter,Alpha Halo; Delta Halo; Halo; High Charity; Space; The Ark; The Milky Way Galaxy; Voi,A.I. Construct; Alien Invasion; Ancient Advanced Civilization Technology; Artificial Intelligence; Avatar Awards; Boss; Boss Fight; Covenant Separatists; Ecumene; Enforcer; Fleet of Retribution; Flood Carrier Form; Flood Combat Form; Flood Infection Form; Forge; Hostile A.I.; Machinima; New Xbox Experience; Plot Twist; Prophets; Reclaimer; Robot; Sentinel; Super Weapon; The Flood; The Forerunners,Laser; Robot; Sentinel Beam; Shadow of Intent; Spartan Laser; UNSC Frigate
34703,4°C,,Steins;Gate,https://www.giantbomb.com/4degc/3005-34703/,Steins;Gate,,Akiha Rumiho; Rintarō Okabe,,Gang Leader,
2283,40 Below,40 Below is an elemental warrior from Kameo: Elements of Power who uses the power of ice to battle enemies.,Kameo: Elements of Power,https://www.giantbomb.com/40-below/3005-2283/,Kameo: Elements of Power,Kameo,,,,
27332,5-Volt,The mother of 9-Volt in the WarioWare series.,WarioWare: Touched!,https://www.giantbomb.com/5-volt/3005-27332/,WarioWare: Move It!; WarioWare: Get It Together!; WarioWare Gold; Super Smash Bros. for Wii U/Nintendo 3DS; Game & Wario; WarioWare Twisted!; WarioWare: Touched!,18-Volt; 9-Volt; Red,,Diamond City,Sexualized Women; Video Game Characters That Play Video Games,
2614,50 Cent,"50 Cent is a platinum selling rapper, and the protagonist of a few games centered around himself and G-Unit.",50 Cent: Bulletproof,https://www.giantbomb.com/50-cent/3005-2614/,Yoostar on MTV; 50 Cent: Blood on the Sand; Rap Attack: 2pacalypse Now; 50 Cent: Bulletproof G Unit Edition; 50 Cent: Bulletproof,DJ Whoo Kid; Eminem; Lloyd Banks; Tony Yayo; Young Buck,Chael Sonnen; Fat Joe; The GZA,New York City; Queens; Unnamed Middle Eastern Location,Baditude; Body Armor; Celebrity Tie-in; Currency; Dark Past; Havok Physics; Helicopter Boss; Hip-Hop; Licensed Game; Licensed Soundtrack; Male Protagonists; Murder; Musicians; One-Man Army; Playing Dead; Run 'N Gun; Special Attack; Third-Person Perspective; Titular Protagonist,AK-47; Assault Rifle; Bling; Do-rag; Formula 50 Vitamin Water; Gun; Helicopter; Kevlar; M16A1; M249 SAW; Pistol; Ramp; Shotgun; Skull; Tank Top; TEC-9
22266,5pb,A character in the Hyperdimension Neptunia series. She represents the company 5pb.,Hyperdimension Neptunia,https://www.giantbomb.com/5pb/3005-22266/,Hyperdimension Neptunia: Hypercollection; Hyperdimension Neptunia Re;Birth2: Sisters Generation; Hyperdimension Neptunia mk2; Hyperdimension Neptunia,IF; Nepgear; Neptune,,Leanbox,Musicians,Guitar; Headphones
2966,8-Ball,An explosives expert who escapes from prison with Claude Speed in Grand Theft Auto III. His hands are heavily bandaged due to severe burns.,Grand Theft Auto III,https://www.giantbomb.com/8-ball/3005-2966/,Grand Theft Auto: The Trilogy - The Definitive Edition; Grand Theft Auto: Liberty City Stories; Grand Theft Auto Advance; Grand Theft Auto III,Antonio Cipriani; Claude,Catalina,Liberty City; Portland; The United States of America,Recurring Character; Shaved Head,Beard; Bomb; Explosives; Facial Hair
41773,8-Bit,A character from the IDW comics.,My Little Pony: Friendship is Magic,https://www.giantbomb.com/8-bit/3005-41773/,My Little Pony: Friendship is Magic,Shining Armor,,,Licensed Game; Pegasus; Talking Animal,
47078,88MAN,"88MAN is a supporting character from the Space Channel 5 series. A robot reporter for Channel 88, 88MAN is its lead reporter and often cameos throughout  most of his game appearances.",Space Channel 5,https://www.giantbomb.com/88man/3005-47078/,Space Channel 5 VR: Kinda Funky News Flash!; Dreamcast Collection; Space Channel 5: Ulala's Cosmic Attack; Space Channel 5: Part 2; Ulala's Channel J; Space Channel 5,Bello; Blib; Hoorg; Jaguar; Kell; Padding; Pine; Pudding; Roscoe the Space Dog; Soon-soon; Texas; Ulala,Blib; Chief Blank; Coco☆Tapioca; Evila; Hoorg; Purge; Purge Jr.,Earth; Space,Artificial Intelligence; Journalist,Microphone; Spaceship
23753,8t88,"8t88 is a major character in Jedi Knight: Dark Forces II. He helps the main villain of the game, Jerec, find the Valley of the Jedi.",Star Wars: Jedi Knight - Dark Forces II,https://www.giantbomb.com/8t88/3005-23753/,Star Wars: Jedi Knight - Dark Forces II,Boc Aseca; Gorc; Jerec; Maw; Picaroon C. Boodle; Sariss; Yun,Gorc; Kyle Katarn; Picaroon C. Boodle,,Droids; Robot,
12969,9 Toes,"Leader of a gang of psychos who hide out in Skag Gully, 9 Toes is the first boss encounter in Borderlands. In addition to the deformity which gives him his name, he has three balls.",Borderlands,https://www.giantbomb.com/9-toes/3005-12969/,Borderlands,Sledge,Bone Head; Brick; Dr. Zed; Lilith; Marcus Kincaid; Mordecai; Roland; T.K. Baha,Pandora,Boss; Boss Fight; Gang Leader; Psychopaths,Jumpsuit; Pistol; Spikes
3742,9-Volt,"A huge Nintendo fanboy, all of 9-Volts microgames are based on Nintendo games and products.","WarioWare, Inc.: Mega Microgame$!",https://www.giantbomb.com/9-volt/3005-3742/,"WarioWare: Move It!; WarioWare: Get It Together!; WarioWare Gold; Rhythm Heaven Megamix; Super Smash Bros. for Wii U/Nintendo 3DS; Game & Wario; WarioWare D.I.Y.; Paper Airplane Chase; Super Smash Bros. Brawl; WarioWare: Smooth Moves; WarioWare Twisted!; WarioWare: Touched!; WarioWare, Inc.: Mega Party Game$; WarioWare, Inc.: Mega Microgame$!",18-Volt; Ana; Ashley; Jimmy T; Kat; Mike; Mona; Orbulon; Penny Crygor; Red; Spitz; Wario,,Diamond City,Deliberately Retro; Electronic Music; Micro Game; Party Game; Self-Referential Humor; Time Limit; Video Game Characters That Play Video Games,Famicom; Game Boy; GameCube; Helmet; Skateboard; Turntable; Ultra Hand; Virtual Boy
20415,9th Man,"A scrawny, nervous man, trapped with eight other captives in the twisted Nonary Game of 999.","999: 9 Hours, 9 Persons, 9 Doors",https://www.giantbomb.com/9th-man/3005-20415/,"Zero Escape: The Nonary Games; 999: 9 Hours, 9 Persons, 9 Doors",Ace,Ace; Clover; June; Junpei; Lotus; Santa; Seven; Snake,,Nonary,
16888,9th Wonder,"9th Wonder is a secret character in NBA Jam (2010).  He, along with J. Cole, were hired to do the original soundtrack for NBA Elite 11.",NBA Jam,https://www.giantbomb.com/9th-wonder/3005-16888/,NBA Jam,J. Cole,,,Basketball; Hidden Character,
24954,A Bao A Qu,"A formless creature of supposed Malay origin who lives in the Tower of Victory in western India. As travelers climb the tower, A Bao A Qu follows, gaining a more beautiful shape as they climb.",Digital Devil Monogatari: Megami Tensei,https://www.giantbomb.com/a-bao-a-qu/3005-24954/,Namcot Collection; Shin Megami Tensei: Devil Children: Black Book/Red Book; Shin Megami Tensei: Devil Children: Red Book; Shin Megami Tensei: Devil Children: White Book; Kyuuyaku Megami Tensei; Digital Devil Monogatari: Megami Tensei,Vishnu,,,Demon,
2680,A Boy,The unnamed boy from David Crane's A Boy and His Blob Series.,David Crane's A Boy and his Blob: Trouble on Blobolonia,https://www.giantbomb.com/a-boy/3005-2680/,A Boy and His Blob Retro Collection; A Boy and His Blob; David Crane's The Rescue of Princess Blobette; David Crane's A Boy and his Blob: Trouble on Blobolonia; A Boy and His Blob DS,Blobert,,,"Hugging; Press a Button, Say a Name; Whistling; Young Protagonist",Backpack; Jelly Bean
52933,A-J,Protagonist of the Andrew-Jonathan comic strip series and the A-J video games.,A-J's Quest,https://www.giantbomb.com/a-j/3005-52933/,A-J's Quest/Machine Nation; A-J 3; The Return of A-J; A-J's Quest,Zoom,,,2D; Bears; Comic Book Character; Jump; Male Protagonists; Pantless Characters with Shirts; Sprite; Titular Protagonist,Shirt; Slingshot; Throwing Disc; Wooden Sword; Yo-Yo
46587,A-Train,,Legendary: Game of Heroes,https://www.giantbomb.com/a-train/3005-46587/,Legendary: Game of Heroes,,Billy Butcher,,,
25202,A-Voq,A-Voq was a Luminoth who lived in Aether. He was Guardian of Torvus Temple.,Metroid Prime 2: Echoes,https://www.giantbomb.com/a-voq/3005-25202/,Metroid Prime Trilogy; Metroid Prime 2: Echoes,Samus Aran,Emperor Ing,Aether,,
3355,A.B.A,Character in the Guilty Gear series. She is an artificial life form who fights with a huge key named Paracelsus.,Guilty Gear Isuka,https://www.giantbomb.com/aba/3005-3355/,Guilty Gear -Strive-; Guilty Gear 20th Anniversary Pack; Guilty Gear XX Accent Core Plus R; Guilty Gear XX Λ Core Plus; Guilty Gear XX Λ Core; Guilty Gear Judgment; Guilty Gear XX Slash; Guilty Gear Isuka,Jack-O'; Millia Rage; Paracelsus,Robo-Ky; Robo-Ky Mk II,,Bizarre Weapons; Character Select Screen; Combo; Downloadable Content; Fury; Health-Consuming Attack; Instant Kill; Intelligent Weapon; Life Drain; Martial Arts; Music Reference; Pop Culture Reference; Sexualized Women; Signature Weapon; Special Attack; Super Meter; Yandere,Bandages; Blood; Key
37443,A.J.,Timmy Turner's best friend who attends Dimmsdale School with him.,Fairly OddParents: Breakin' Da Rules,https://www.giantbomb.com/aj/3005-37443/,Nicktoons Basketball; Fairly OddParents: Breakin' Da Rules,Chester; Timmy Turner,Crocker; Francis; Vicky the Babysitter,California; Dimmsdale; The United States of America,Gadgets; Genius-Level Intellect; Inventor; Kid Friendly; Licensed Game; Rich Snob; Voice Acting,Book; Paper; Pencil
36320,A.J. Mason,Camp Counselor at camp crystal lake,Friday the 13th: The Game,https://www.giantbomb.com/aj-mason/3005-36320/,Friday the 13th: The Game,Kenny Riedell; Tommy Jarvis,Jason Voorhees,,Licensed Game,
50576,A.J. Soprano,The son of Tony Soprano. His full name is Anthony John Soprano Jr. ,The Sopranos: Road to Respect,https://www.giantbomb.com/aj-soprano/3005-50576/,The Sopranos: Road to Respect,Joey LaRocca; Silvio Dante; Tony Soprano,,New Jersey; New York; The United States of America,Descendants of Other Characters; Drugs; Non-Player Character; Voice Acting,
50612,A.K.I.,The apprentice of Fang,Teppen,https://www.giantbomb.com/aki/3005-50612/,Street Fighter 6; Teppen,F.A.N.G,,,Distaff Counterpart,Qipao
55563,A.P. Vandermorgan,A.P. Vandermorgan is a deceased Sim in Strangetown.,The Sims 2,https://www.giantbomb.com/ap-vandermorgan/3005-55563/,The Sims 2,Jacqueline Vandermorgan,,,,
27947,Aa,Member of Green Lantern Corps.,Scribblenauts Unmasked: A DC Comics Adventure,https://www.giantbomb.com/aa/3005-27947/,Scribblenauts Mega Pack; Scribblenauts Unmasked: A DC Comics Adventure,Green Lantern,,,Green Lantern Corps,
48551,Aak,An underground doctor from Lungmen and a member of Lee's Detective Agency. His special skills harm allies but give them strong buffs if they survive.,Arknights,https://www.giantbomb.com/aak/3005-48551/,Arknights,Doctor,,,,
1108,Aang,"Aang is the lead character in the ""Avatar: The Last Airbender/ Legend of Aang"" games and cartoon. Aang is the reincarnation of the legendary Avatar that must master all four elements: air, water, earth and fire in order to bring balance to the world.",Avatar: The Last Airbender,https://www.giantbomb.com/aang/3005-1108/,Nickelodeon All-Star Brawl 2; Nickelodeon Kart Racers 3: Slime Speedway; Nickelodeon All-Star Brawl; Nickelodeon Kart Racers 2: Grand Prix; Super Brawl Universe; Fortnite; The Legend of Korra; Super Brawl 3: Good vs. Evil; Super Mini Puzzle Heroes; Nicktoons MLB; Super Brawl 2; Super Brawl; The Last Airbender; Avatar - The Last Airbender: Into the Inferno; Avatar: Legends of the Arena; Nicktoons Nitro; Avatar: The Last Airbender - The Burning Earth; Avatar: The Last Airbender,Appa; Iroh; Jet; Katara; Korra; Momo; Raava; Sokka; Toph; Zuko,Azula; Fire Lord Ozai; Jet; Long Feng; Zuko,Ba Sing Se,Adapted from Television; Air Manipulation; Cartoon Character; Chosen One; Classical Elements; Dark Past; Earth Manipulation; Elementals; Fire Manipulation; Half-Breed; Licensed Game; Looking Young For Your Age; Male Protagonists; Shaved Head; Veganism; Water Manipulation,
13885,Aaron,A naïve boy who harnesses the power of the Sun.,Lunar Knights,https://www.giantbomb.com/aaron/3005-13885/,Lunar Knights,,Baron Stoker,,,
30707,Aaron,Minor character in the Resident Evil: Outbreak series.,Resident Evil: Outbreak,https://www.giantbomb.com/aaron/3005-30707/,Resident Evil: Outbreak - File #2; Resident Evil: Outbreak,Kevin Ryman; Marvin Branagh,,,,
19945,Aaron,One of the Sinnoh Elite Four members. Specializes in bug-type Pokémon.,Pokémon Diamond/Pearl,https://www.giantbomb.com/aaron/3005-19945/,Pokémon Platinum; Pokémon Diamond/Pearl,,Pokémon Trainer,Sinnoh,Beautifly; Bug-type Pokemon; Drapion; Dustox; Elite Four; Heracross; Scizor; Vespiquen; Yanmega,
31851,Aaron Aikman,Dr. Aaron Aikman is The Spider-Man of Earth-31411.,Spider-Man Unlimited,https://www.giantbomb.com/aaron-aikman/3005-31851/,Marvel's Spider-Man; Spider-Man Unlimited,Peter Parker,Morlun,,Alternate Costume; Comic Book Character; Games Based on Comic Books; Licensed Game,
49576,Aaron Boreal,The head researcher and founder of the space research institute AMAKEN.,Mega Man Star Force,https://www.giantbomb.com/aaron-boreal/3005-49576/,Mega Man Star Force 3; Mega Man Star Force 2; Mega Man Star Force,Geo Stelar,,,,
30549,Aaron Burr,Aaron Burr was the third vice president of the United States of America.,Escape From Hell,https://www.giantbomb.com/aaron-burr/3005-30549/,Escape From Hell,Thomas Jefferson,,New Jersey,,Gun
15225,Aaron Cash,Aaron Cash is one of the most senior and respected guards at Arkham Asylum. He aids Batman repeatedly when dealing with Arkham's numerous inmates.,Batman: Arkham Asylum,https://www.giantbomb.com/aaron-cash/3005-15225/,Batman Arkham Collection; Batman: Return to Arkham; Batman: Arkham Knight; Batman: Arkham Origins; Batman: Arkham City; Batman: Arkham Asylum,Amadeus Arkham; Batman; Frank Boles; Jeremiah Arkham; Penelope Young; Quincy Sharp,Frank Boles; Killer Croc; Mad-Hatter; Poison Ivy; Quincy Sharp; The Joker; The Riddler,Arkham Asylum; Arkham City; Gotham City,Comic Book Character; Games Based on Comic Books; Guards; Human; Licensed Game; Non-Player Character; Police,
12133,Aaron Covenant,Aaron 'the artist' was a painter who's paintings grew increasingly dark and malevolent until his sudden disappearance. He is one of the most disturbing characters Patrick Galloway encounters while investigating the Covenant Estate.,Clive Barker's Undying,https://www.giantbomb.com/aaron-covenant/3005-12133/,Clive Barker's Undying,Ambrose Covenant; Bethany Covenant; Lizbeth Covenant,Bethany Covenant; Jeremiah Covenant; Patrick Galloway,Haunted House; Mansion,Boss; Boss Fight; Ghost; Insanity; Jump Scare Moment; Leap Attack; Revenge,Chains; Facial Hair; Hook; Mustache; Mutilated Corpse; Portrait
24261,Aaron Cowen,Fiancee of Amy Fitch. He lost his memory when he shielded her during an auto accident.,Always Remember Me,https://www.giantbomb.com/aaron-cowen/3005-24261/,Never Forget Me; Always Remember Me,Amy Fitch,,,Amnesia; Car Accident,
45857,Aaron Davis,"Aaron Davis, the uncle of Miles Morales who was secretly the costumed thief known as Prowler in the Ultimate Universe. For a time, he also took the identity of the Iron Spider.",Marvel Puzzle Quest,https://www.giantbomb.com/aaron-davis/3005-45857/,Marvel's Spider-Man 2; Marvel's Spider-Man: Miles Morales; Spider-Man Unlimited; Marvel Puzzle Quest,Electro (Frye); Hobgoblin; Miles Morales,Miles Morales; Peter Parker,New York,Bandit; Parallel World,Mask; Rope; Spandex; Trench Coat
5084,Aaron Ramsey,A Welsh professional soccer player who plays as a midfielder.,FIFA Soccer 08,https://www.giantbomb.com/aaron-ramsey/3005-5084/,FIFA 18; FIFA 17; FIFA 16; FIFA 15; FIFA 14; FIFA Soccer 13; FIFA 12; FIFA Manager 10; FIFA 10; FIFA Soccer 09; FIFA Soccer 08,Bacary Sagna; Emmanuel Adebayor; Francesc Fabregas; Gaël Clichy; Robin van Persie; Theo Walcott; William Gallas,Zlatan Ibrahimovic,Wales,Arsenal Football Club; Cardiff City F.C.; Character Models Based on Actual People; FAW; Juventus F.C.; Nottingham Forest F.C.; Rangers F.C.; Soccer Player,Camera; Flags
